source,source_url,player_id,name,team,league,nationality,age,height,weight,main_position,overall_rating,rating_as_GK,rating_as_CB,rating_as_LB,rating_as_RB,rating_as_DMF,rating_as_CMF,rating_as_LMF,rating_as_RMF,rating_as_AMF,rating_as_LWF,rating_as_RWF,rating_as_SS,rating_as_CF,attacking_prowess,ball_control,dribbling,low_pass,lofted_pass,finishing,place_kicking,swerve,header,defensive_prowess,ball_winning,kicking_power,speed,explosive_power,body_control,physical_contact,jump,stamina,goalkeeping,catching,clearing,reflexes,coverage,weak_foot_usage,weak_foot_accuracy,form,injury_resistance
pesmaster,https://www.pesmaster.com/h-martinez/pes-2018/player/41474/,41474,69 H. Martínez,Universidad Concepción,Chilean League,Chile,30,178,73,CB,,,,,,,,,,,,,,,70,69,75,64,60,57,58,,70,71,63,71,70,60,77,81,40,2,40,40,40,40,73,,,1,
pesmaster,https://www.pesmaster.com/f-gutierrez/pes-2018/player/41479/,41479,75 F. Gutiérrez,Free,Position,Chile,27,174,64,CMF,,,,,,,,,,,,,,,80,73,81,77,65,75,79,,63,75,73,68,68,81,64,52,40,1,40,40,40,40,79,,,1,
pesmaster,https://www.pesmaster.com/g-sepulveda/pes-2018/player/41485/,41485,61 G. Sepúlveda,San Luis de Quillota,Chilean League,Chile,29,182,78,DMF,,,,,,,,,,,,,,,56,53,63,57,68,57,65,,69,69,59,57,68,63,76,74,40,3,40,40,40,40,76,,,3,
pesmaster,https://www.pesmaster.com/m-diaz/pes-2018/player/41504/,41504,77 M. Díaz,Huracán,Argentine League,Argentina,31,188,87,GK,,,,,,,,,,,,,,,55,45,68,69,40,50,60,,67,61,82,68,74,68,78,79,85,2,80,83,85,86,67,,,1,
pesmaster,https://www.pesmaster.com/m-caire/pes-2018/player/41509/,41509,74 M. Caire,Tigre,Argentine League,Argentina,29,177,70,RB,,,,,,,,,,,,,,,72,73,72,75,69,70,68,,68,69,72,77,75,63,73,73,40,2,40,40,40,40,75,,,3,
pesmaster,https://www.pesmaster.com/f-sanchez/pes-2018/player/41511/,41511,74 F. Sánchez,Estudiantes,Argentine League,Argentina,27,176,74,RB,,,,,,,,,,,,,,,76,76,72,74,64,62,68,,57,57,76,80,79,62,73,74,40,2,40,40,40,40,82,,,3,
pesmaster,https://www.pesmaster.com/l-mugni/pes-2018/player/41517/,41517,69 L. Mugni,Everton,Chilean League,Argentina,25,182,77,AMF,,,,,,,,,,,,,,,77,75,76,71,63,63,71,,51,50,68,71,70,63,74,71,40,3,40,40,40,40,72,,,2,
pesmaster,https://www.pesmaster.com/g-diaz/pes-2018/player/41520/,41520,73 G. Díaz,Vélez Sarsfield,Argentine League,Argentina,29,175,78,RB,,,,,,,,,,,,,,,69,70,68,65,71,76,73,,66,68,78,75,75,69,71,69,40,3,40,40,40,40,77,,,3,
pesmaster,https://www.pesmaster.com/f-cubero/pes-2018/player/41521/,41521,74 F. Cubero,Vélez Sarsfield,Argentine League,Argentina,39,175,72,RB,,,,,,,,,,,,,,,70,70,72,70,66,62,58,,76,75,74,74,74,73,76,76,40,3,40,40,40,40,72,,,3,
pesmaster,https://www.pesmaster.com/j-martinez/pes-2018/player/41522/,41522,74 J. Martínez,Independiente,Argentine League,Argentina,32,173,73,SS,,,,,,,,,,,,,,,74,76,73,71,72,56,61,,53,45,76,79,79,60,73,76,40,3,40,40,40,40,69,,,3,
pesmaster,https://www.pesmaster.com/f-tobio/pes-2018/player/41527/,41527,74 F. Tobio,Rosario Central,Argentine League,Argentina,28,190,85,CB,,,,,,,,,,,,,,,69,66,67,68,57,58,60,,,80,75,72,68,62,83,75,40,3,40,40,40,40,73,,,2,
pesmaster,https://www.pesmaster.com/s-silva/pes-2018/player/41531/,41531,74 S. Silva,Talleres de Córdoba,Argentine League,Uruguay,37,183,84,CF,,,,,,,,,,,,,,,73,63,69,65,72,69,63,,,63,84,76,72,70,88,78,40,3,40,40,40,40,83,,,3,
pesmaster,https://www.pesmaster.com/g-montoya/pes-2018/player/41533/,41533,65 G. Montoya,Belgrano,Argentine League,Argentina,34,185,75,GK,,,,,,,,,,,,,,,50,52,53,58,40,45,43,,60,40,76,67,66,75,77,78,76,3,73,70,72,69,57,,,3,
pesmaster,https://www.pesmaster.com/a-cabral/pes-2018/player/41535/,41535,74 A. Cabral,Cruzeiro EC,Brazilian League,Argentina,30,187,81,CMF,,,,,,,,,,,,,,,77,72,84,77,65,62,70,,65,65,78,68,65,60,80,70,40,2,40,40,40,40,76,,,2,
pesmaster,https://www.pesmaster.com/m-bittolo/pes-2018/player/41536/,41536,65 M. Bíttolo,Albacete Balompié,Spanish 2nd division,Argentina,27,174,66,LB,,,,,,,,,,,,,,,66,68,67,64,54,58,62,,61,66,60,77,76,75,60,74,40,4,40,40,40,40,72,,,3,
pesmaster,https://www.pesmaster.com/r-alvarez/pes-2018/player/41537/,41537,77 R. Álvarez,Sampdoria,Italian League,Argentina,29,188,84,AMF,,,,,,,,,,,,,,,83,82,79,77,69,77,79,,48,54,77,67,70,64,77,74,40,2,40,40,40,40,71,,,2,
pesmaster,https://www.pesmaster.com/e-olivera/pes-2018/player/41538/,41538,71 E. Olivera,C.A. Colón,Argentine League,Argentina,27,180,73,CB,,,,,,,,,,,,,,,73,69,66,69,60,55,62,,71,74,73,75,77,60,76,76,40,4,40,40,40,40,76,,,3,
pesmaster,https://www.pesmaster.com/c-quintana/pes-2018/player/41547/,41547,72 C. Quintana,Talleres de Córdoba,Argentine League,Argentina,29,190,84,CB,,,,,,,,,,,,,,,68,66,68,70,78,58,78,,71,76,76,70,69,56,79,76,40,4,40,40,40,40,69,,,2,
pesmaster,https://www.pesmaster.com/m-fritzler/pes-2018/player/41550/,41550,75 M. Fritzler,C.A. Colón,Argentine League,Argentina,31,179,73,DMF,,,,,,,,,,,,,,,70,72,76,73,70,64,69,,,75,76,72,73,68,75,72,40,3,40,40,40,40,75,,,2,
pesmaster,https://www.pesmaster.com/e-andrada/pes-2018/player/41555/,41555,72 E. Andrada,Lanús,Argentine League,Argentina,26,193,83,GK,,,,,,,,,,,,,,,57,61,63,57,45,60,58,,65,43,81,65,63,76,84,81,79,2,78,77,80,75,65,,,3,
pesmaster,https://www.pesmaster.com/g-pizarro/pes-2018/player/41558/,41558,80 G. Pizarro,Sevilla FC,Spanish League,Argentina,27,186,76,CMF,,,,,,,,,,,,,,,79,73,83,73,63,61,68,,83,87,68,70,78,68,83,77,40,4,40,40,40,40,87,,,3,
pesmaster,https://www.pesmaster.com/d-gonzalez/pes-2018/player/41570/,41570,76 D. González,Racing Club,Argentine League,Argentina,29,172,73,CMF,,,,,,,,,,,,,,,78,75,71,73,73,50,55,,78,76,76,78,78,75,79,78,40,3,40,40,40,40,83,,,3,
pesmaster,https://www.pesmaster.com/l-balbi/pes-2018/player/41571/,41571,71 L. Balbi,Unión Santa Fe,Argentine League,Argentina,28,173,70,LB,,,,,,,,,,,,,,,69,63,68,66,60,68,68,,70,64,63,76,71,72,71,74,40,4,40,40,40,40,81,,,3,
pesmaster,https://www.pesmaster.com/j-rodriguez/pes-2018/player/41581/,41581,85 J. Rodríguez,Free,Position,Colombia,26,180,75,AMF,,,,,,,,,,,,,,,85,82,84,86,85,85,82,,58,50,86,77,81,74,71,64,40,2,40,40,40,40,78,,,2,
pesmaster,https://www.pesmaster.com/f-ferreyra/pes-2018/player/41589/,41589,76 F. Ferreyra,FC Shakhtar Donetsk,Other European Teams,Argentina,26,187,79,CF,,,,,,,,,,,,,,,79,74,65,61,82,51,69,,,47,79,77,70,74,80,80,40,1,40,40,40,40,75,,,3,
pesmaster,https://www.pesmaster.com/m-dos-santos/pes-2018/player/41594/,41594,74 M. Dos Santos,CD Leganés,Spanish League,Argentina,28,180,76,CB,,,,,,,,,,,,,,,68,65,67,65,58,60,63,,77,80,73,73,77,62,80,75,40,1,40,40,40,40,77,,,2,
pesmaster,https://www.pesmaster.com/e-bologna/pes-2018/player/41595/,41595,73 E. Bologna,CA River Plate,Argentine League,Argentina,35,189,87,GK,,,,,,,,,,,,,,,65,54,62,71,58,59,54,,63,56,88,64,68,65,83,78,81,2,77,80,82,79,63,,,2,
pesmaster,https://www.pesmaster.com/n-tagliafico/pes-2018/player/41596/,41596,80 N. Tagliafico,AFC Ajax,Eredivisie,Argentina,25,172,65,LB,,,,,,,,,,,,,,,72,76,70,73,64,68,77,,72,74,76,82,81,75,68,82,40,3,40,40,40,40,82,,,2,
pesmaster,https://www.pesmaster.com/d-contento/pes-2018/player/41603/,41603,76 D. Contento,Girondins de Bordeaux,Ligue 1,Germany,27,177,74,LB,,,,,,,,,,,,,,,74,73,73,75,67,63,74,,67,65,74,78,78,74,76,73,40,2,40,40,40,40,79,,,2,
pesmaster,https://www.pesmaster.com/m-ekici/pes-2018/player/41604/,41604,74 M. Ekici,Fenerbahçe SK,Other European Teams,Turkey,27,180,76,AMF,,,,,,,,,,,,,,,75,76,75,78,70,80,77,,51,51,78,74,75,72,71,68,40,2,40,40,40,40,75,,,2,
pesmaster,https://www.pesmaster.com/b-howedes/pes-2018/player/41605/,41605,83 B. Höwedes,Juventus,Italian League,Germany,29,187,82,CB,,,,,,,,,,,,,,,72,61,76,69,61,62,63,,,90,72,72,68,71,85,84,40,2,40,40,40,40,74,,,1,
pesmaster,https://www.pesmaster.com/a-abdennour/pes-2018/player/41609/,41609,74 A. Abdennour,Olympique de Marseille,Ligue 1,Tunisia,28,189,88,CB,,,,,,,,,,,,,,,70,68,71,70,57,60,62,,82,79,76,77,72,62,79,73,40,3,40,40,40,40,77,,,3,
pesmaster,https://www.pesmaster.com/f-pardo/pes-2018/player/41637/,41637,79 F. Pardo,Olympiakos Piraeus,Other European Teams,Colombia,27,178,81,RWF,,,,,,,,,,,,,,,78,79,75,77,75,59,79,,51,54,84,80,76,72,76,72,40,3,40,40,40,40,80,,,3,
pesmaster,https://www.pesmaster.com/c-bacca/pes-2018/player/41640/,41640,82 C. Bacca,Villarreal,Spanish League,Colombia,31,181,77,CF,,,,,,,,,,,,,,,80,80,72,65,86,58,72,,52,59,78,83,83,77,76,77,40,3,40,40,40,40,74,,,3,
pesmaster,https://www.pesmaster.com/v-hernandez/pes-2018/player/41650/,41650,70 V. Hernández,Atlético Nacional,Other Teams (Latin America),Colombia,28,158,57,AMF,,,,,,,,,,,,,,,78,77,75,68,74,65,75,,41,74,61,69,80,80,58,67,40,2,40,40,40,40,70,,,2,
pesmaster,https://www.pesmaster.com/a-henriquez/pes-2018/player/41674/,41674,70 A. Henríquez,Atlético Nacional,Other Teams (Latin America),Colombia,34,191,90,CB,,,,,,,,,,,,,,,66,64,53,60,69,55,70,,75,76,71,74,69,62,77,73,40,3,40,40,40,40,76,,,2,
pesmaster,https://www.pesmaster.com/d-arias/pes-2018/player/41686/,41686,73 D. Arias,Atlético Nacional,Other Teams (Latin America),Colombia,32,170,65,DMF,,,,,,,,,,,,,,,75,74,75,73,78,67,77,,63,77,76,66,70,60,66,69,40,3,40,40,40,40,73,,,2,
pesmaster,https://www.pesmaster.com/h-rojas/pes-2018/player/41688/,41688,70 H. Rojas,Millonarios,Other Teams (Latin America),Colombia,30,175,69,LB,,,,,,,,,,,,,,,72,70,69,71,63,61,66,,63,56,70,78,77,60,70,74,40,4,40,40,40,40,79,,,3,
pesmaster,https://www.pesmaster.com/l-burian/pes-2018/player/41708/,41708,69 L. Burián,Godoy Cruz,Argentine League,Uruguay,33,188,81,GK,,,,,,,,,,,,,,,52,53,58,63,47,46,51,,64,45,79,66,65,63,82,76,80,2,79,73,78,75,64,,,2,
pesmaster,https://www.pesmaster.com/f-piriz/pes-2018/player/41722/,41722,75 F. Píriz,Montpellier Hérault SC,Ligue 1,Uruguay,27,178,74,DMF,,,,,,,,,,,,,,,73,71,74,70,79,63,78,,68,78,78,72,70,58,80,68,40,4,40,40,40,40,77,,,2,
pesmaster,https://www.pesmaster.com/r-mora/pes-2018/player/41737/,41737,78 R. Mora,CA River Plate,Argentine League,Uruguay,30,170,74,CF,,,,,,,,,,,,,,,80,78,70,74,76,73,77,,52,58,74,75,82,80,72,77,40,3,40,40,40,40,72,,,1,
pesmaster,https://www.pesmaster.com/j-cazulo/pes-2018/player/41757/,41757,73 J. Cazulo,Sporting Cristal,Other Teams (Latin America),Uruguay,35,173,74,SS,,,,,,,,,,,,,,,75,75,71,70,68,69,65,,53,58,73,78,81,60,70,72,40,4,40,40,40,40,76,,,3,
pesmaster,https://www.pesmaster.com/m-abero/pes-2018/player/41772/,41772,74 M. Abero,Tigre,Argentine League,Uruguay,27,184,81,LB,,,,,,,,,,,,,,,72,73,68,70,62,60,64,,70,73,74,74,72,71,79,72,40,2,40,40,40,40,80,,,2,
pesmaster,https://www.pesmaster.com/r-eguino/pes-2018/player/41780/,41780,65 R. Eguino,Free,Position,Bolivia,29,184,81,CB,,,,,,,,,,,,,,,68,68,69,72,59,60,63,,63,56,73,78,76,60,70,73,40,2,40,40,40,40,76,,,3,
pesmaster,https://www.pesmaster.com/r-cardozo/pes-2018/player/41829/,41829,69 R. Cardozo,Free,Position,Bolivia,27,172,66,AMF,,,,,,,,,,,,,,,70,71,72,72,66,65,67,,66,64,73,79,77,80,64,62,40,1,40,40,40,40,85,,,2,
pesmaster,https://www.pesmaster.com/b-natcho/pes-2018/player/41849/,41849,75 B. Natcho,PFK CSKA Moskva,Other European Teams,Israel,29,176,77,CMF,,,,,,,,,,,,,,,74,71,79,78,70,82,77,,74,67,74,72,72,65,62,60,40,2,40,40,40,40,79,,,3,
pesmaster,https://www.pesmaster.com/e-schelotto/pes-2018/player/41862/,41862,73 E. Schelotto,Brighton & Hove Albion,English League,Italy,28,187,79,RB,,,,,,,,,,,,,,,70,71,70,74,62,57,67,,63,63,75,81,77,60,78,65,40,3,40,40,40,40,87,,,3,
pesmaster,https://www.pesmaster.com/e-giaccherini/pes-2018/player/41865/,41865,76 E. Giaccherini,Chievo,Italian League,Italy,32,167,60,RMF,,,,,,,,,,,,,,,79,80,77,75,67,66,75,,60,58,74,79,81,80,62,63,40,2,40,40,40,40,77,,,2,
pesmaster,https://www.pesmaster.com/a-baptiste/pes-2018/player/41869/,41869,72 A. Baptiste,QPR,English 2nd division,England,31,180,74,CB,,,,,,,,,,,,,,,64,65,66,64,58,54,49,,75,80,64,78,74,68,74,79,40,2,40,40,40,40,77,,,2,
pesmaster,https://www.pesmaster.com/y-el-arabi/pes-2018/player/41889/,41889,78 Y. El Arabi,Free,Position,Morocco,30,183,84,CF,,,,,,,,,,,,,,,85,85,75,62,78,72,66,,58,56,75,72,76,66,70,70,40,3,40,40,40,40,72,,,2,
pesmaster,https://www.pesmaster.com/o-coulibaly/pes-2018/player/41895/,41895,69 O. Coulibaly,Panathinaikos FC,Other European Teams,Mali,28,183,80,RB,,,,,,,,,,,,,,,59,56,61,67,57,56,56,,67,74,56,80,81,76,77,71,40,1,40,40,40,40,83,,,2,
pesmaster,https://www.pesmaster.com/m-autret/pes-2018/player/41897/,41897,71 M. Autret,Stade Brestois 29,Ligue 2,France,26,175,71,LWF,,,,,,,,,,,,,,,73,75,73,70,66,65,66,,48,49,74,75,76,73,64,61,40,4,40,40,40,40,71,,,2,
pesmaster,https://www.pesmaster.com/c-merville/pes-2018/player/41901/,41901,64 C. Merville,Valenciennes FC,Ligue 2,France,35,180,78,GK,,,,,,,,,,,,,,,51,52,53,49,60,40,69,,60,70,75,65,72,70,71,77,80,2,65,68,71,70,63,,,2,
pesmaster,https://www.pesmaster.com/m-sans/pes-2018/player/41904/,41904,67 M. Sans,Chamois Niortais FC,Ligue 2,France,29,191,86,CB,,,,,,,,,,,,,,,66,62,69,72,56,61,63,,71,67,65,72,72,63,76,74,40,2,40,40,40,40,69,,,2,
pesmaster,https://www.pesmaster.com/t-ayasse/pes-2018/player/41908/,41908,71 T. Ayasse,Havre AC,Ligue 2,France,30,183,81,DMF,,,,,,,,,,,,,,,70,63,72,71,54,60,65,,69,70,69,68,65,66,76,79,40,2,40,40,40,40,86,,,3,
pesmaster,https://www.pesmaster.com/a-gonzalez/pes-2018/player/41975/,41975,72 A. González,SD Huesca,Spanish 2nd division,Venezuela,25,177,74,RMF,,,,,,,,,,,,,,,71,76,67,65,68,55,55,,65,62,65,84,85,73,76,90,40,3,40,40,40,40,79,,,3,
pesmaster,https://www.pesmaster.com/r-otero/pes-2018/player/41984/,41984,74 R. Otero,Free,Position,Venezuela,25,166,66,AMF,,,,,,,,,,,,,,,74,75,76,76,72,84,80,,50,55,83,75,80,80,62,63,40,3,40,40,40,40,75,,,2,
pesmaster,https://www.pesmaster.com/r-ovelar/pes-2018/player/42025/,42025,73 R. Ovelar,Millonarios,Other Teams (Latin America),Paraguay,32,180,80,CF,,,,,,,,,,,,,,,70,70,69,61,80,56,84,,,73,77,76,77,72,76,75,40,3,40,40,40,40,80,,,3,
pesmaster,https://www.pesmaster.com/p-hurtado/pes-2018/player/42030/,42030,73 P. Hurtado,Vitória Guimarães,Portugal League,Peru,27,176,72,AMF,,,,,,,,,,,,,,,77,79,73,62,74,72,72,,50,50,81,82,85,72,62,65,40,2,40,40,40,40,77,,,3,
pesmaster,https://www.pesmaster.com/a-carrillo/pes-2018/player/42033/,42033,78 A. Carrillo,Watford,English League,Peru,26,180,65,RWF,,,,,,,,,,,,,,,81,84,72,74,72,65,74,,45,45,80,88,88,81,71,74,40,2,40,40,40,40,72,,,2,
pesmaster,https://www.pesmaster.com/k-mokotjo/pes-2018/player/42046/,42046,74 K. Mokotjo,Brentford,English 2nd division,South Africa,26,170,73,CMF,,,,,,,,,,,,,,,74,71,77,73,64,68,62,,74,72,73,75,77,74,75,70,40,2,40,40,40,40,79,,,3,
pesmaster,https://www.pesmaster.com/m-nelom/pes-2018/player/42048/,42048,71 M. Nelom,Sparta Rotterdam,Eredivisie,Netherlands,27,174,69,LB,,,,,,,,,,,,,,,70,72,73,70,59,61,68,,70,73,68,73,72,67,72,69,40,2,40,40,40,40,74,,,3,
pesmaster,https://www.pesmaster.com/a-mazzotta/pes-2018/player/42062/,42062,69 A. Mazzotta,Pescara,Italian 2nd division,Italy,28,183,73,LB,,,,,,,,,,,,,,,66,63,66,67,58,63,66,,68,67,69,77,78,68,65,66,40,2,40,40,40,40,82,,,3,
pesmaster,https://www.pesmaster.com/v-sen/pes-2018/player/42067/,42067,76 V. Şen,Free,Position,Turkey,30,175,72,LWF,,,,,,,,,,,,,,,79,84,77,73,69,69,72,,48,48,71,85,84,83,79,68,40,2,40,40,40,40,67,,,2,
pesmaster,https://www.pesmaster.com/s-aziz/pes-2018/player/42072/,42072,74 S. Aziz,Galatasaray SK,Other European Teams,Turkey,27,184,78,CB,,,,,,,,,,,,,,,68,67,69,66,75,58,75,,73,76,73,75,71,71,73,78,40,4,40,40,40,40,76,,,1,
pesmaster,https://www.pesmaster.com/l-cardozo/pes-2018/player/42086/,42086,72 L. Cardozo,Free,Position,Paraguay,29,180,72,DMF,,,,,,,,,,,,,,,72,69,72,69,62,62,63,,71,69,73,70,71,62,74,75,40,2,40,40,40,40,78,,,3,
pesmaster,https://www.pesmaster.com/i-piris/pes-2018/player/42091/,42091,76 I. Piris,Free,Position,Paraguay,28,172,68,RB,,,,,,,,,,,,,,,66,64,68,65,60,63,69,,78,82,73,78,85,82,60,78,40,3,40,40,40,40,82,,,3,
pesmaster,https://www.pesmaster.com/m-torren/pes-2018/player/42093/,42093,75 M. Torrén,Argentinos Juniors,Other Teams (Latin America),Argentina,29,178,80,CB,,,,,,,,,,,,,,,70,72,70,75,64,62,78,,73,74,80,72,71,72,78,75,40,3,40,40,40,40,75,,,1,
pesmaster,https://www.pesmaster.com/g-mencia/pes-2018/player/42117/,42117,70 G. Mencia,Universidad Concepción,Chilean League,Paraguay,29,179,78,LB,,,,,,,,,,,,,,,70,70,67,68,57,60,57,,,57,75,73,75,60,78,79,40,2,40,40,40,40,77,,,3,
pesmaster,https://www.pesmaster.com/v-ayala/pes-2018/player/42123/,42123,74 V. Ayala,Free,Position,Paraguay,29,177,70,RMF,,,,,,,,,,,,,,,72,74,73,78,72,81,75,,66,58,83,76,75,69,73,73,40,2,40,40,40,40,73,,,3,
pesmaster,https://www.pesmaster.com/j-moreira/pes-2018/player/42125/,42125,76 J. Moreira,CA River Plate,Argentine League,Paraguay,27,174,77,RB,,,,,,,,,,,,,,,73,75,70,74,67,64,70,,63,62,80,84,77,66,80,75,40,3,40,40,40,40,82,,,3,
pesmaster,https://www.pesmaster.com/a-nunez/pes-2018/player/42131/,42131,76 A. Núñez,Unión Santa Fe,Argentine League,Paraguay,29,174,70,SS,,,,,,,,,,,,,,,77,79,72,71,72,62,69,,52,50,75,78,83,59,70,76,40,3,40,40,40,40,76,,,2,
pesmaster,https://www.pesmaster.com/m-riveros/pes-2018/player/42142/,42142,74 M. Riveros,Free,Position,Paraguay,29,179,69,DMF,,,,,,,,,,,,,,,73,71,73,70,67,73,71,,68,72,77,71,75,60,79,75,40,1,40,40,40,40,77,,,2,
pesmaster,https://www.pesmaster.com/e-valencia/pes-2018/player/42173/,42173,76 E. Valencia,Free,Position,Ecuador,28,174,74,CF,,,,,,,,,,,,,,,73,75,68,70,75,66,71,,,58,84,85,86,74,70,90,40,2,40,40,40,40,84,,,2,
pesmaster,https://www.pesmaster.com/p-perez/pes-2018/player/42177/,42177,78 P. Pérez,CA Boca Juniors,Argentine League,Argentina,32,175,71,CMF,,,,,,,,,,,,,,,82,79,82,80,74,62,72,,65,68,80,71,72,66,78,65,40,2,40,40,40,40,80,,,2,
pesmaster,https://www.pesmaster.com/g-achilier/pes-2018/player/42179/,42179,71 G. Achilier,Free,Position,Ecuador,32,180,83,CB,,,,,,,,,,,,,,,64,60,63,60,45,53,46,,83,79,60,69,66,72,84,77,40,3,40,40,40,40,72,,,3,
pesmaster,https://www.pesmaster.com/f-gaibor/pes-2018/player/42181/,42181,72 F. Gaibor,Independiente,Argentine League,Ecuador,26,178,72,CMF,,,,,,,,,,,,,,,80,76,78,75,67,69,69,,59,51,68,73,73,60,69,66,40,3,40,40,40,40,70,,,3,
pesmaster,https://www.pesmaster.com/m-caicedo/pes-2018/player/42184/,42184,72 M. Caicedo,Free,Position,Ecuador,26,178,72,LMF,,,,,,,,,,,,,,,73,76,68,69,68,69,70,,55,58,77,80,78,61,71,74,40,2,40,40,40,40,75,,,3,
pesmaster,https://www.pesmaster.com/j-paredes/pes-2018/player/42200/,42200,72 J. Paredes,Free,Position,Ecuador,30,174,72,RB,,,,,,,,,,,,,,,69,71,66,68,54,52,55,,67,69,66,85,91,73,74,64,40,2,40,40,40,40,75,,,2,
pesmaster,https://www.pesmaster.com/f-niell/pes-2018/player/42206/,42206,73 F. Niell,Gimnasia la Plata,Argentine League,Argentina,34,162,56,CF,,,,,,,,,,,,,,,74,75,70,70,74,60,65,,,42,71,81,83,70,70,86,40,3,40,40,40,40,80,,,3,
pesmaster,https://www.pesmaster.com/e-dreer/pes-2018/player/42234/,42234,71 E. Dreer,Free,Position,Ecuador,36,185,79,GK,,,,,,,,,,,,,,,50,47,55,60,45,51,55,,70,59,75,59,59,70,80,79,79,3,79,76,78,79,60,,,3,
pesmaster,https://www.pesmaster.com/echoupomoting/pes-2018/player/42245/,42245,78 E.choupo-Moting,Stoke City,English League,Cameroon,28,191,91,LWF,,,,,,,,,,,,,,,83,87,77,65,75,73,73,,49,46,79,82,79,76,77,80,40,3,40,40,40,40,77,,,3,
pesmaster,https://www.pesmaster.com/v-aboubakar/pes-2018/player/42246/,42246,80 V. Aboubakar,FC Porto,Portugal League,Cameroon,25,184,82,CF,,,,,,,,,,,,,,,76,79,68,62,80,62,63,,51,52,84,83,83,79,84,79,40,2,40,40,40,40,80,,,3,
pesmaster,https://www.pesmaster.com/w-reid/pes-2018/player/42247/,42247,81 W. Reid,West Ham United,English League,New Zealand,29,190,87,CB,,,,,,,,,,,,,,,62,57,70,69,46,55,42,,88,87,76,77,76,80,88,83,40,2,40,40,40,40,81,,,2,
pesmaster,https://www.pesmaster.com/camacho/pes-2018/player/42278/,42278,72 Camacho,SC Corinthians Paulista,Brazilian League,Brazil,27,181,78,CMF,,,,,,,,,,,,,,,75,75,76,75,70,71,70,,61,65,76,69,73,75,61,65,40,3,40,40,40,40,72,,,1,
pesmaster,https://www.pesmaster.com/g-berardi/pes-2018/player/42290/,42290,72 G. Berardi,Leeds United,English 2nd division,Switzerland,29,179,72,LB,,,,,,,,,,,,,,,63,64,64,70,55,60,64,,70,73,67,79,79,70,67,82,40,2,40,40,40,40,83,,,1,
pesmaster,https://www.pesmaster.com/s-de-maio/pes-2018/player/42291/,42291,77 S. de Maio,Bologna,Italian League,France,30,190,90,CB,,,,,,,,,,,,,,,71,65,69,66,57,55,58,,,85,77,71,67,62,88,82,40,3,40,40,40,40,75,,,2,
pesmaster,https://www.pesmaster.com/w-ben-yedder/pes-2018/player/42296/,42296,80 W. Ben Yedder,Sevilla FC,Spanish League,France,27,170,68,CF,,,,,,,,,,,,,,,81,76,75,68,86,68,73,,56,43,76,79,81,73,72,68,40,4,40,40,40,40,74,,,3,
pesmaster,https://www.pesmaster.com/mexer/pes-2018/player/42304/,42304,78 Mexer,Stade Rennais FC,Ligue 1,Mozambique,29,188,79,CB,,,,,,,,,,,,,,,75,65,76,71,56,59,64,,87,79,69,72,71,68,85,77,40,2,40,40,40,40,75,,,3,
pesmaster,https://www.pesmaster.com/t-heurtaux/pes-2018/player/42306/,42306,72 T. Heurtaux,Hellas Verona,Italian League,France,29,185,80,CB,,,,,,,,,,,,,,,69,64,70,67,61,50,59,,76,78,64,66,65,67,81,79,40,2,40,40,40,40,75,,,3,
pesmaster,https://www.pesmaster.com/carlos-martinez/pes-2018/player/42308/,42308,74 Carlos Martínez,Real Sociedad,Spanish League,Spain,31,189,79,RB,,,,,,,,,,,,,,,73,66,69,76,55,57,72,,78,80,68,77,68,63,80,71,40,1,40,40,40,40,76,,,1,
pesmaster,https://www.pesmaster.com/bergara/pes-2018/player/42309/,42309,74 Bergara,Getafe CF,Spanish League,Spain,31,181,78,DMF,,,,,,,,,,,,,,,71,62,77,76,66,72,61,,76,82,68,59,65,68,83,72,40,2,40,40,40,40,78,,,3,
pesmaster,https://www.pesmaster.com/zurutuza/pes-2018/player/42311/,42311,77 Zurutuza,Real Sociedad,Spanish League,Spain,31,186,78,CMF,,,,,,,,,,,,,,,79,80,83,74,73,66,73,,69,73,68,69,67,61,74,60,40,3,40,40,40,40,76,,,1,
pesmaster,https://www.pesmaster.com/a-griezmann/pes-2018/player/42316/,42316,90 A. Griezmann,Atlético de Madrid,Spanish League,France,26,174,72,SS,,,,,,,,,,,,,,,88,87,79,78,87,81,84,,69,69,80,86,90,82,70,78,40,2,40,40,40,40,80,,,3,
pesmaster,https://www.pesmaster.com/kiko-femenia/pes-2018/player/42322/,42322,77 Kiko Femenía,Watford,English League,Spain,26,171,68,RB,,,,,,,,,,,,,,,75,76,70,72,70,70,73,,68,68,73,79,79,70,69,67,40,3,40,40,40,40,83,,,2,
pesmaster,https://www.pesmaster.com/r-hamouma/pes-2018/player/42336/,42336,78 R. Hamouma,AS Saint-Étienne,Ligue 1,France,30,178,76,RWF,,,,,,,,,,,,,,,75,79,75,75,77,76,77,,67,53,75,81,79,75,64,70,40,2,40,40,40,40,80,,,2,
pesmaster,https://www.pesmaster.com/l-nabab/pes-2018/player/42337/,42337,69 L. Nabab,US Orleans,Ligue 2,France,29,185,72,CF,,,,,,,,,,,,,,,70,71,66,65,74,62,65,,55,48,76,78,77,74,67,72,40,2,40,40,40,40,75,,,2,
